chain,ip,manual,old_city,old_country,new_city,new_country,confidence,distance_km,completed,globalping_id,reasons
ton,64.130.59.75,False,Newark,United States,Newark,United States,approximate,0.0,True,,
ton,64.130.61.132,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,64.130.61.133,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,64.130.61.134,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,64.130.61.170,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,64.130.61.182,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,64.176.174.243,False,Rosh Ha‘Ayin,Israel,Rosh Ha‘Ayin,Israel,approximate,0.0,True,,
ton,64.177.65.207,False,Rosh Ha‘Ayin,Israel,Rosh Ha‘Ayin,Israel,approximate,0.0,True,,
ton,64.177.67.30,False,Kiryat Tiv'on,Israel,Kiryat Tiv'on,Israel,approximate,0.0,True,,
ton,64.177.67.116,False,Kiryat Tiv'on,Israel,Kiryat Tiv'on,Israel,approximate,0.0,True,,
ton,65.20.114.104,False,Spånga,Sweden,Spånga,Sweden,approximate,0.0,True,,
ton,65.21.95.117,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.21.97.112,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.21.97.164,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.108.79.120,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.108.100.182,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.108.133.185,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.108.195.19,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
