chain,ip,manual,old_city,old_country,new_city,new_country,confidence,distance_km,completed,globalping_id,reasons
ton,65.108.225.40,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.108.226.141,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,65.109.75.244,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,66.42.50.225,False,Singapore,Singapore,Singapore,Singapore,approximate,0.0,True,,
ton,67.213.120.195,False,New York,United States,New York,United States,approximate,0.0,True,,
ton,67.213.125.125,False,Nyngan,Australia,Sydney,Australia,measured_metro,496.131,True,2QniuweHJYXx8ktUW000216lD,"network measurement requested; metro uncertain; Globalping: >=2 probe ASNs, >=3 replies each, <=3ms; approximate metro"
ton,70.34.212.4,False,Spånga,Sweden,Spånga,Sweden,approximate,0.0,True,,
ton,72.46.84.223,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,74.118.136.137,False,Amsterdam,Netherlands,Amsterdam,Netherlands,approximate,0.0,True,,
ton,74.118.140.147,False,Amsterdam,Netherlands,Amsterdam,Netherlands,approximate,0.0,True,,
ton,75.119.147.73,False,Lauterbourg,France,Lauterbourg,France,disputed,0.0,False,2In52lF0GEtU6hMZX000216iE,country disagreement: ip-api / dbip
ton,78.46.75.82,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,79.127.207.206,False,Zurich,Switzerland,Zurich,Switzerland,approximate,0.0,True,,
ton,79.137.101.230,False,Wattrelos,France,Wattrelos,France,approximate,0.0,True,,
ton,80.241.215.197,False,Lauterbourg,France,Lauterbourg,France,disputed,0.0,False,2ahgxyl68EY7M8j73000216iE,country disagreement: ip-api / dbip
ton,83.149.93.197,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,84.32.189.93,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,84.207.214.228,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,84.207.214.245,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,84.207.214.246,False,Dublin,Ireland,Dublin,Ireland,approximate,0.0,True,,
ton,85.17.70.134,False,Haarlem,The Netherlands,Haarlem,The Netherlands,approximate,0.0,True,,
ton,85.17.70.135,False,Haarlem,The Netherlands,Haarlem,The Netherlands,approximate,0.0,True,,
ton,85.17.70.136,False,Haarlem,The Netherlands,Haarlem,The Netherlands,approximate,0.0,True,,
ton,85.90.235.130,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.131,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.132,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.134,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.135,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.136,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.137,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.138,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.139,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.140,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.141,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.142,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.143,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.144,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.145,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.146,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.147,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.148,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.149,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.150,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.151,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.152,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.153,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.154,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.155,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.156,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,85.90.235.157,False,City of London,United Kingdom,City of London,United Kingdom,approximate,0.0,True,,
ton,88.99.147.161,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,88.99.243.158,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,88.211.220.60,False,Haarlem,The Netherlands,Haarlem,The Netherlands,approximate,0.0,True,,
ton,88.211.220.236,False,Haarlem,The Netherlands,Haarlem,The Netherlands,approximate,0.0,True,,
ton,88.216.198.160,False,Chicago,United States,Chicago,United States,approximate,0.0,True,,
ton,88.216.198.175,False,Chicago,United States,Chicago,United States,approximate,0.0,True,,
ton,91.92.144.177,False,Sofia,Bulgaria,Sofia,Bulgaria,approximate,0.0,True,,
ton,91.108.10.6,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.7,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.8,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.9,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.10,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.11,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.12,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.13,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.22,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.23,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.24,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.25,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.26,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.27,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.28,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.29,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.38,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.39,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.40,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.41,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.42,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.43,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.44,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.45,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.54,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.10.55,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,91.108.14.6,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.7,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.8,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.9,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.10,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.11,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.12,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.13,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.22,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.23,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.24,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.25,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.26,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.27,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.28,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.29,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.38,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.39,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.40,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.41,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.42,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.43,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.44,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.45,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.54,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.108.14.55,False,Virginia Gardens,United States,Virginia Gardens,United States,approximate,0.0,True,,
ton,91.134.9.14,False,Gravelines,France,Gravelines,France,approximate,0.0,True,,
ton,91.134.9.17,False,Gravelines,France,Gravelines,France,approximate,0.0,True,,
ton,91.134.22.6,False,Strasbourg,France,Strasbourg,France,approximate,0.0,True,,
ton,91.134.22.58,False,Strasbourg,France,Strasbourg,France,approximate,0.0,True,,
ton,94.156.128.209,False,Sofia,Bulgaria,Sofia,Bulgaria,approximate,0.0,True,,
ton,95.105.75.205,False,Kazan',Russia,Kazan',Russia,disputed,0.0,False,2RHpeiDlxbmphbDV5000216iF,coordinates differ by over 100 km: ip-api / dbip; coordinates differ by over 100 km: ip-api / ipwho.is
ton,95.179.148.233,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,95.179.191.253,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,95.179.199.115,False,Canary Wharf,United Kingdom,Canary Wharf,United Kingdom,approximate,0.0,True,,
ton,95.179.200.89,False,Canary Wharf,United Kingdom,Canary Wharf,United Kingdom,approximate,0.0,True,,
ton,95.211.240.129,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,95.216.46.49,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,98.90.99.112,False,Ashburn,United States,Ashburn,United States,approximate,0.0,True,,
ton,103.67.203.89,False,Haarlem,The Netherlands,Haarlem,The Netherlands,approximate,0.0,True,,
ton,103.109.101.168,False,Quarry Bay,Hong Kong,Quarry Bay,Hong Kong,approximate,0.0,True,,
ton,104.192.1.90,False,Buffalo,United States,Buffalo,United States,approximate,0.0,True,,
ton,108.61.99.132,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,116.202.196.14,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,116.202.242.42,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,131.153.158.183,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,131.153.243.189,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,135.181.229.140,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,135.181.244.18,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,135.181.244.24,False,Helsinki,Finland,Helsinki,Finland,operator_city,0.0,True,,
ton,136.243.4.95,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.9.23,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.18.184,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.38.125,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.62.108,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.62.245,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.67.187,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.70.235,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.243.72.172,False,Falkenstein,Germany,Falkenstein,Germany,operator_city,0.0,True,,
ton,136.244.91.156,False,Frankfurt am Main,Germany,Frankfurt am Main,Germany,approximate,0.0,True,,
ton,136.244.100.170,False,Amsterdam,The Netherlands,Amsterdam,The Netherlands,approximate,0.0,True,,
ton,137.74.4.103,False,Warsaw,Poland,Warsaw,Poland,measured_metro,0.049,True,2SZDmX4lwY9m9ljN5000216lD,"coordinates differ by over 100 km: ip-api / dbip; Globalping: >=2 probe ASNs, >=3 replies each, <=3ms; approximate metro"
ton,137.74.4.116,False,Warsaw,Poland,Warsaw,Poland,measured_metro,0.049,True,2CYcLvbF4VMmx32js000216lD,"coordinates differ by over 100 km: ip-api / dbip; Globalping: >=2 probe ASNs, >=3 replies each, <=3ms; approximate metro"
ton,139.180.136.165,False,Singapore,Singapore,Singapore,Singapore,approximate,0.0,True,,
ton,139.180.214.180,False,Singapore,Singapore,Singapore,Singapore,approximate,0.0,True,,
ton,141.94.3.10,False,Wattrelos,France,Wattrelos,France,approximate,0.0,True,,
